Filename,transcript,Call Type,Tags,Notes,original_transcript
202412041305-617206-14744_call_24.wav,1723 what s your location question mark x we can start that other unit toward 1801 camelot 10 4 14 29 x command go ahead x contractors doing work engine 14 should be able to handle clear all units clear the tac okay engine 11 ladder 8 you guys can clear i m clear off tac channel x clear off tac 60 year old female conscious breathing at 14 30 ambulance 1723p en route to the breathing difficulty at 8 5 6 little neck road responding with fire rescue 2 for an 87 year old male conscious breathing at 14 30 x ambulance 122p en route to the illness to the illness call 1801 camelot drive virginia beach healthcare and rehab unit 2 room 57a for an 82 year old conscious breathing at 14 30,medical,"difficulty breathing, EMS",,"1723 what's your location? [x] we can start that other unit toward 1801 camelot. 10-4 14:29. [x] command. go ahead. [x] contractors doing work. engine 14 should be able to handle. clear all units. clear the tac. okay, engine 11, ladder 8, you guys can clear. i'm clear off tac channel. [x] clear off tac. 60 year old female, conscious, breathing at 14:30. ambulance 1723P en route to the breathing difficulty at 8-5-6 little neck road. responding with fire, rescue 2 for an 87 year old male conscious breathing at 14:30. [x] ambulance 122P en route to the illness to the illness call 1801 camelot drive virginia beach healthcare and rehab. unit 2, room 57a for an 82 year old, conscious, breathing at 14:30."
202412041604-460429-14744_call_10.wav,engine 18 to battalion 3 go ahead 18 on scene we re at a x shop x we ll go ahead and pass command to you we ll be out investigating at dollar general x 18 is on scene x but nothing is showing we ll be out investigating x connection x copy engine 16 s got water supply connection x command copy 516 got primary x engine 7 is on scene we re going x,fire,,,"engine 18 to battalion 3, go ahead 18. on scene, we're at a [x] shop [x] we'll go ahead and pass command to you. we'll be out investigating at dollar general. [x] 18 is on scene [x] but nothing is showing. we'll be out investigating. [x] connection [x] copy, engine 16's got water supply connection. [x] command, copy. 516 got primary [x] engine 7 is on scene, we're going [x]"
202412041604-460429-14744_call_12.wav,x 9 is arriving on scene x emergency medical services 4 is on scene ladder 7 is on scene charlie side x copy x charlie side engine nine engine 19 what s the status of your apparatus question mark x go ahead engine 18 to ladder x we re just investigating an elevator in the rear of the structure what s the resources you need inside question mark i believe rescue 2 went interior to assist x yeah bring your elevator key up here your door key,,,,"[x] 9 is arriving on scene. [x] ems 4 is on scene. ladder 7 is on scene. charlie side. [x] copy [x] charlie side. engine 9 engine 19 what's the status of your apparatus? [x] go ahead. engine 18 to ladder [x] we're just investigating an elevator in the rear of the structure. what's the resources you need inside? i believe rescue 2 went interior to assist. [x] yeah, bring your elevator key up here. your door key."
202412050230-586791-14744_call_3.wav,issuing a roll call for 6 0 5 x boulevard engine 16 engine 16 ladder 16 ladder 16 18 engine 18 x two rescue 2 x engine 16 x emergency medical services four engine 16 we ve got engine 16 x roger copy,,roll call,,"issuing a roll call for 6-0-5 [x] boulevard. engine 16. engine 16. ladder 16. ladder 16. 18. engine 18. [x]  2. rescue 2. [x] engine 16. [x] ems 4. engine 16. we've got engine 16 [x]. roger, copy. "
202412050459-375222-14744_call_16.wav,command to engine 14 x go ahead x that s x i was checking do we need to get another crew for the west side x earlier question mark x i m on the west side we re extending a line right now think we have x man power at this time okay that s why i was checking so you got the west side and engine 11 has the east side i also have x that arrived on scene if you need them x grab some x on the way in the east side is pretty much x for now we re gonna start making our way west to assist engine 14 and reposition hose command copy command to x 10 4 that is what i was going to request engine 11 to command have engine 8 see if they can get that brush truck along the railroad tracks so they can get a little bit further west they might be able to drop a line into x over there i just have brush 8 and support 8 here x volunteers,fire,fire,,"command to engine 14. [x] go ahead. [x] that's [x] i was checking. do we need to get another crew for the west side [x] earlier? [x] i'm on the west side, we're extending a line right now, think we have [x] man power at this time. okay, that's why i was checking. so you got the west side and engine 11 has the east side. i also have [x] that arrived on scene if you need them. [x] grab some [x] on the way in. the east side is pretty much [x] for now, we're gonna start making our way west to assist engine 14 and reposition hose. command copy. command to [x] 10-4 that is what i was going to request. engine 11 to command. have engine 8 see if they can get that brush truck along the railroad tracks so they can get a little bit further west. they might be able to drop a line into [x] over there. i just have brush 8 and support 8 here, [x] volunteers."
202412050858-692837-14744_call_8.wav,x 10 16 x on scene i can go and assume command i assume you have a inline down x water supply correct question mark negative engine 3 is going to x okay copy that command to fire rescue 1 x check any of the surrounding structure x there s no x okay copy that x en route for an illness x 4 0 9 revere drive 89 year old female that s weak x at 10 17,medical,"illness, EMS",,"[x] 10:16. [x] on scene. i can go and assume command. i assume you have a inline down [x] water supply, correct? negative, engine 3 is going to [x]. okay, copy that. command to fire rescue 1. [x] check any of the surrounding structure. [x] there's no [x] okay copy that. [x] en route for an illness [x] 4-0-9 revere drive 89 year old female that's weak [x] at 10:17."
202412051127-142191-14744_call_3.wav,1621 alpha to 1621 bravo engine 14 to virginia beach 14 did i get another unit assigned or am i now holding question mark x thank you 12 28 1621 alpha to 1621 bravo 21 bravo 21 bravo x is going to the hospital,medical,,,1621 alpha to 1621 bravo. engine 14 to virginia beach. 14. did i get another unit assigned or am i now holding? [x] thank you. 12:28. 1621 alpha to 1621 bravo. 21 bravo. 21 bravo. [x] is going to the hospital. 
202412051157-727845-14744_call_15.wav,x engine 1 we ve been dispatched to i 264 east at exit 14b for i 64 west report of a possible bushfire in the area do you have a visual on anything question mark x on the interstate 264 west bound nearby exit 17b x on the interstate copy thank you,fire,fire,,"[x] engine 1 we've been dispatched to I-264 east at exit 14B for I-64 west report of a possible bushfire in the area, do you have a visual on anything? [x] on the interstate 264 west bound nearby exit 17B. [x] on the interstate. copy thank you."
202412051556-238089-14744_call_6.wav,engine 11 to ladder 11 x panel also states now main lobby we re gonna check down here okay yeah because the other two didn t have indicator lights and they seem to be working okay so we re going to come back down to floor 1 copy command x you can go ahead and clear out x call back x 17 03 x emergency medical services 2 is on tac x on tac x i ve got 429 on x ladder 11 driver to ladder 11 when you get downstairs can you come to the north stairwell on the first floor for the north side so we can reset this one x,fire,"fire, alarms",,"engine 11 to ladder 11. [x] panel also states now main lobby, we're gonna check down here. okay, yeah because the other two didn't have indicator lights and they seem to be working okay. so we're going to come back down to floor 1. copy command. [x] you can go ahead and clear out. [x] call back [x] 17:03. [x] ems 2 is on tac. [x] on tac [x] i've got 429 on [x]. ladder 11 driver to ladder 11, when you get downstairs, can you come to the north stairwell on the first floor for the north side so we can reset this one. [x]"
202412061448-597093-14744_call_12.wav,interior to ladder 11 we ve got one page deceased in the kitchen still investigating copy engine 11 to ladder 11 interior you have got one patient deceased x on scene x command copy we do have police department en route x do you have an actual leak inside question mark we re still checking right now we got a 11 on the carbon monoxide meter copy we just turned the stove off x arrived we re staging out on x copy all units not on scene you can go ahead stage your direction of travel on x till we confirm if there is any other leak aside from the stove that was already turned off x,"fire, medical","EMS, deceased, CO",,"interior to ladder 11, we've got one page deceased in the kitchen. still investigating. copy, engine 11 to ladder 11 interior, you have got one patient deceased [x] on scene. [x] command. copy, we do have PD en route. [x] do you have an actual leak inside? we're still checking. right now, we got a 11 on the CO meter. copy. we just turned the stove off. [x] arrived, we're staging out on [x]. copy, all units not on scene you can go ahead stage your direction of travel on [x] till we confirm if there is any other leak aside from the stove that was already turned off. [x]"
